sentence,target,type,hate speech,sentence_length
সিফাতুল্লাহ আসসালামু আলাইকুম ওয়া রহমাতুল্লাহি ওয়া বারাকাতুহু মদ সিফাতুল্লাহ এখন তার তো নিজের টাকা দিয়ে মদ কিনেছেন সেফুদা আমি মদ খাবো মদ খা মদ খাইলে গেন বারে মদ খা মুরখু গোরিব মুরগির উপরে শব্দ বোমা মারে সিফাতুল্লাহ,male,slander,1,37
সিরাজগঞ্জ জেলার তুই মান মারলি কুত্তার বাচ্চা একটা পতিতার সাথে কথা বললে তাও ভালো লাগতো কারন পতিতা দের একটা আদশ্ আছে কিন্ত এই জারজ মিয়ের তাও নাই,ind,slander,1,27
সিলেট টিমে নাজমুল হুসাইন মিলন নামে একটা আকান্দা রাম ছাগল আছে।। সে কোন যুক্তিতে টিমে চ্যান্স পায় আমার মাথায় ঢুকে না।,male,slander,1,21
সিলেট শহরটা কবুতরের জন্য বিখ্যাত। শাহজালাল মাজারে আছে কিছু জালালি কবুতর। শাহজালাল বিশ্ববিদ্যালয়ে আছে একটা দালালি কবুতর। Arif Adnan bai,ind,slander,1,20
সিলেট হেডার টিম বানাইছে সালা খানকির পোলারা হোগাদ্দেক বুজি আবার ক্যাপটেন,male,slander,1,11
সুজন। আকরাম। দূরজয়। কুয়াবের কুত্তার বাচ্চা ওরা সব কে বহিসকার করা হক,ind,slander,1,12
সুদান না কথা কও খালি মিছা কথা কও না পাবনা,ind,slander,1,10
সুদু কুত্তার বাচ্চা বললাম বাকিতা জদি তুরে সামনে পাইতাম তারপর বলতাম,ind,slander,1,11
সুধা সুধি এই মেয়ে কে বিচ্ছিরি ভাসায় গালি দেস কেন খবর বলা তো ওর কাজ এই মেয়ে টাতো কোনো খারাপ কাজ করছে না তো তাইলে এই মেয়ে কে বিচ্ছিরি ভাসায় গালি দিস কেন রে জানোয়ারের বাচ্চা রা সুয়ারের বাচ্চা রা সব ধান হোয়ে জে মানুষের সঙ্গে ভালো ব্যবহার করতে সিক,ind,slander,1,50
সুমন ভাই আইন দিয়ে কিছু হবে না এর আগে তো বহুত ঘটেছে কি বিচার হয়েছে হয়নি তাদের কে পাব্লিকের হাতে উঠিয়ে দেওয়া হোক আমরা তাদের বিচার করবো প্রশাসন মাগির বাচ্চারা দেখোক কি বিচার করি,group,slander,1,34
সুয়রের বাচ্চা বাবুলসুপ্রিয় এই দেশ তোর বাপের নাকি বেশি বারা বারি করলে কোথায় যাবি ভাবতে ও পরবি না,ind,slander,1,18
সুযোগ পেলে বুড়ো বাপ টাকে এই কুলাঙ্গার এ মেরেই পেলবে আমার মনে হয় আল্লাহ্‌ তুমি সহায় হও এই বুড়ো অসহায় মানুষ দের প্রতি ওরা তো রক্তে মাংশে গড়া মানুষ,ind,slander,1,29
সুয়োরের বাচ্চারা মিন্নিও যদি রিফাতের মত কোপা খাইতো তাহলে মজা পাইতে না মিন্নি তার স্বামীকে বাচানোর চেষ্টা করছে এটাই তার দোষ না। যারা গরুর মত তামাশা দেখছিল তারা নির্দোষ।তোমাদের এই বিকৃতি মনোভাব দূর করতে না পারলে এদেশে কোনোদিন মানুষ বাচাতে আসবেনা। কারন বাচানোর সময় যদি সে আহত না সেও জড়িত বলবে তোমরা।,group,slander,1,52
সুলা সুলি লাগ বইন আমরা আসি দেখতেসি। ����� উবাইদুল কি পারবে পেটে সন্তান জন্ম দিতে ���� সবয় সমান একটা কাক আর একটা পেছা �������,male_female,slander,1,24
সৃজিত হালারপোরে বলি মিথিলা যদি ভারজিন হয় তাহলে বাচ্চাটাকি তোর মার পেট থেকে হইছে ?,male,slander,1,15
সে একটা জানোয়ার আমি কাউকে গালি দেই না কিন্তু আজকে গালি দিলাম,ind,slander,1,12
সে একটা বদমাস বদমাস তার কথা বার্তা টিক নয় আমার মনে হয় ওর মাথা একন টিক মথন কাম করের না কানকির পুয়া সিফাত উল্লা,ind,slander,1,24
সে এত বড় অফিসার তারকি এটা সাজে এজন্য বললাম সে একটা জানোয়ার আরজে ক্যামেরা করেছে তাকে ধন্যবাদ স্যালুট মেয় খারাপ অভিসার একটা বাইনচোদ,ind,slander,1,23
সে কোন এলাকার কারো কাছে ইনফো থাকলে দোয়া করে জানান ভাই চার রাস্তার মোড়ে ঝুলিয়ে ওরে পিটানো উচিত মানুষের পেটে একটা শূকর পয়দা হইছে,ind,slander,1,24
সে চুদাচুদী করছে এখানে হ্যাকার কি করছে হ্যাকার কি ওরে কোনো বাবার বড়ি খাওয়ায়া দিসে যার কারণে হালা হুশ হারায়া মাগী লাগাইসে!!,ind,slander,1,22
সেই কাগজ কোথায় বেটা চাপা মেরে খাস দশ হাজার টাকার ঘরি পরিস তুই তো দনের বাল,male,slander,1,16
সেই দিন তোর মা বাবা ঠিক মত ঘুমাইয়ে গেলে আজ এই ভিডিও দেখতে হতোনা রে আচোদা বুড়া,ind,slander,1,17
সেই সব ছেলে মেয়ে হওয়ার চেয়ে আজীবন পান্জা হওয়া অনেক ভাল কুলাঙ্গার,ind,slander,1,12
সেটা বলছে ঐক্যের জন্য ইঞ্জিনিয়ার মোশাররফ যে রাজাকার সেতো সবাই জানে,male,slander,1,11
"সেটাই।খুব জঘন্য নোংরা মিথিলা। আমিও একটা মেয়ে ‌। ভাবতেই খারাপ লাগে কিভাবে একটা মেয়ে এত পুরুষের সংস্পর্শে যেতে পারে। ছি!!! জীবনে কত চড়াই উতরাই পার করলাম, তবুও একজন স্বামীর ঘর থেকেই কবরে যাব ইনশাল্লাহ।",ind,slander,1,34
সেদিন যদি বঙ্গবন্ধু স্যাটেলাইটে করে চলে যেতাম।তাহলে আজ এই সব আবাল মার্কা বিচারক দেখতে হত না।����,ind,slander,1,16
সেফু চাচা আপনি এতজন কে চুদেন আপনার ধোন দিয়া না মুখ দিয়া জানার ইচ্ছা ছিল সালা জারক,male,slander,1,17
সেফুদা তোর জন্মের ঠিক নাই তোর বাবা কুকুর মহা নবীকে গালি দিস কেনো কুকুরের বাচ্চা কুকুর,ind,slander,1,16
সেফুরে খবর দে ফারিয়া মাল খাইয়া টাল। সেফুর খুলছে কপাল।��,female,slander,1,10
সেরকম হয়েছে ডিসি সাব বাংলাদেশের নতুন পর্ন স্টার !! !!,ind,slander,1,10
সৈয়দ আশরাফের জুতার সমান হয়নি ওবায়দুল কাদের সৈয়দ আশরাফ আওয়ামিলীগ এর কান্ডারী চিলেন টাকার নয়৷ ওবায়দুল কাদের মুখে বড় কথা বলে ভিতরে চুর,male,slander,1,23
সোজা একটা ছেলেকে পেয়ে এইরকম হেনস্তা করছে মুশফিকের পা চাটা হোগামারানীর পুতেরা । যদি আমায় এসব বলতি না তাহলে এক একটার মা চুদে গাং করে দিতাম হালা বাদিনীর পুত হগল। মুশফিক আমার বালের প্লেয়ার । বাল ফালাইন্না মুনশি।,male,slander,1,38
সোনা আচে তর চ্যালেন তুই তাহেরি হজুর কে চ্যালেন করছ তুই কেনো চ্যালেন করছ পারবি চ্যালেন কইরা,ind,slander,1,17
সোনার পো বইলা লাস পচি গেচে এখন ডাইলক লচ ফোন বাচানোর জন্য নাকি।,ind,slander,1,13
সোহেল মারা গেছে তোর জন্মের আগে সালা বাইন চো তোদের মতো কিছু আবালরাই অনলাইন সিস্টেমটাকে নষ্ট করছে বলদের বাচ্চা মরা মানুষ এফডিসি তে আসে কি করে গাঞ্জা খোর,male,slander,1,28
সৌদি আরবের মতো এদেরকে ও দিবালোকে ফাসি দেয়া হোক শূয়রের বাচ্চাদের,ind,slander,1,11
সৌদির বরতমান বাদশা হল কুত্তার বাচ্ছা বেধরমিদের পা চাটা গোলাম,male,slander,1,10
সৌম্য একটা আবাল চোদা প্লেয়ার ম্যাচ এ টা হাহাহাহা গরুচোদা পারপরম্যান্স,male,slander,1,11
স্কুল লাইফে একটা ডায়লগ দিতাম তোর যদি এই চোদন হয় তবে হনুমান এর কি চোদন যায়হোক বিচারক দের ভাবের চো নে নিজেকে পুরাই বোকা দা মনে হচ্ছে। আরে ভাই ভাই শবনাম ফারিয়া টারিয়া আর কয়েক নাটকি আছে যাদের নাম বলার প্রয়োজন মনে করছি না। ওনাদের নাটক দেখে এখন কলেজ পড়ুয়া কিছু নির্বোধ ছেলে মেয়ে যাদের নাটকএর একটাই বিষয় যা হল বাবু বেবি মার্কা প্রেম। তারা এমন ভাব চোদায় বাপরে বাপ।,ind,slander,1,70
স্যাৎ চামড়ার মহিলাটিকে দেখলে মেজাজ গরম হয়ে যাই ফালতু মহিলা,ind,slander,1,10
স্যার আপনাদের কঠিন বিচার দাবি করছি এবং ওর বৌকে পাঠকরাও করেন ওর বৌয়ের সম্পন্ন দোষ আছে আমরা লজ্জিত বাবা ও মার কাছে এই কুত্তার জন্য,ind,slander,1,25
স্যার আপনার সস্তা বৈজ্ঞানিক কল্পকাহিনী পড়তে পড়তে আপনার ফেবুতে পোস্ট গুলাও বৈজ্ঞানিক কল্পকাহিনী মনে হয়।।সাথে আরো মনে হয় এই পরিমান দালালি কেবল কল্প কাহিনীতেই সম্ভব :),male,slander,1,26
স্যার আপনি গর্তবাসী মানুষ আপনাকে গর্তেই মানায়। গর্ত থেকে যতটুকু আকাশ দেখা যায় আপনার কাছে ওই টুকুই আকাশ। প্রকৃত আকাশের বিশালতা আপনি বুঝবেন না। বুঝলে স্বৈরতন্ত্রের দালালী করতেন না।,male,slander,1,29
স্যার আপ্নের এক একটা স্ট্যাটাস আমার হতাশাময় জীবনের যেনো এক পশলা বৃষ্টি। এভাবেই দালালি করবেন সারাজীবন আশা করি। বাইন্চুদষ্যার,male,slander,1,19
স্যার এই কয়দিন কোন গর্তে ছিলেন? বাটপার একটা পুরা। গোয়েবলসের সাথে তুলনা করলে ভুল হবে না।,male,slander,1,16
স্যার তো আকামটা বেশি খন করতে পারলো ন সালা আগে জিনসন খেয়ে নিলে তো বিশিখন করতে পারতো,male,slander,1,17
স্যার যখন ষাঁড় হোয়ে তোমারে ললিপপ বল বানায়ছিল তখন কই ছিল তোমার এই সন্তানের চিন্তা তোমাকে সবাই তারা রেট দিয়ে দিছে।তুই নেক্সট সানিলিওন।খেলা হবে ।।,male,slander,1,25
"স্যার, আপনাকে ষাঁর বলে গালি দিতাম , কিন্তু ষাঁর বললে, গরুদের অসম্মান হবে বলে , আর বললাম না ।।। ভাল থাকবেন ।।।",male,slander,1,22
"স্যার, আর কতকাল দালালী করবেন...? আমরা সাধারণ ছাত্ররা তো আর আপনার মতো দালালদের মুখে বমি করতে পারি না... তবে আপনার মতো পা-চাটা প্রাণিদের পেজ আনলাইক দিতে পারি...",male,slander,1,27
"স্যার, করলেনটা কি? রাজাকারদের নাতিনের ঘরের পুতিদের পাছায় তো লাল মরিচ ডইলা দিলেন স্যার।বেচারাদের আজকে রাতে আর ঘুম হবে না। কতদিন যে এই জ্বলা জ্বলবে!!!!!!! স্যার কলাম লিখলেই বাংলাদেশের ছাগলদের ঈদ লেগে যায়। এরা পোস্টে এসে ল্যাদাতে শুরু করে ল্যাদাতে থাকে, ল্যাদানো চলতেই থাকে। তাদের ক্ষমতা অতটুকই।",group,slander,1,47
স্যারও মজা পাইছে আমিও মজা পাইছি তাই স্যারের কোন দোষ নেই। এই মহিলা আবার বিচার চাচ্ছে বাচ্চার দোহায় দিচ্ছে। আরে বেয়াদব বোন এইসব খারাপ কাজ করার সময় আপনার বাচ্চাটার কথা মনে ছিলো না। আপনার মত বোনদের জন্য আজ সমগ্র বোনরা আতঙ্কিত।,male,slander,1,41
স্যারের এতো ‘বাড়া’ লেখা পড়ে আমার শরীর শিহরিত হয়ে উঠলো।,male,slander,1,10
স্যারের কোন দোষ নাই কারন স্যার খুব ভালো চোদন দিছে,male,slander,1,10
স্যালায় শুধু ভন্ড নয় স্যালায় একটা বিশ্ব চিটার একটা বিদাত পন্থি কুলাঙ্গার ওর মুখে প্রশাব করা হউক ওকে এরেস্ট করে কারাগারে পাঠানো হউক । সাইদ কামাল মালোশিয়া,ind,slander,1,27
হঠাৎ করে বিচারক হয়ে গেছে তো এরা তাই নিজেকে কন্ট্রোল করতে পাচ্ছেনা যা মুখে আসছে তাই বলছে ফাজিলের দল তদের ভাগ্য ভালো তরা থাপ্পুর খাসনি সালা অশিক্ষিত মূর্খর দল,group,slander,1,29
হড় হড়া বমি ওয়াক থু। দায়সারা নিয়ে এখন আসছেন। ধিক্কার ধিক্কার জাতির কলংক তুই। ওয়াক থু,ind,slander,1,16
হতেই পারে কারন সৃজিতের ধন হয়তো মোটা এবং বড় তাই হয়তো ওর ধন ঢুকে নি,male,slander,1,15
হয়রে শুওরতুই যে হাত দিয়ে মারছিস তোর ওই হাত যে কি হবে আল্লাই যানে,ind,slander,1,14
হলিউড ছবিতে চেয়াহারা হাই বডি আমার মনে হয় দেখে করা হয় না। তবে তাদের অভিনয় দেখে ভালো ভালে্া মুভি তৈরি করা হয়। আর আবাল রা মাসুদ রানা বের করতেছে যার অভিনয়ের গ ও জানে না বলদ নায়ক হবে এখন কার সিনেমার নায়কদের মতো। এই জন্য বাংলা সিনেমার ধস।,group,slander,1,48
হলুদ সাংবাদিকতা ছাইরা দেশের জন্য কিছু করেন ডিসির বোকাচোদা কথা ই বলে দেয় সে দোষী,group,slander,1,15
হা হা হা হা এটা হাস্যকার ��� খালেদা চোর পাকিস্তানি জারজ ওবায়দুল কাদের পার কাছে যেতে পারবেনা খালেদা,ind,slander,1,18
হা হা হা। চুদির ভাই তোর মা কি গাজা খেয়ে তোকে পয়দা করছে।,ind,slander,1,13
হাই ওয়ান বাচ্চা দেওয়ান বাগি এতো খেয়ে খেয়ে শুকুরের বাচ্চারা মত হয়ছে,male,slander,1,12
হাই কোয়ালিটির লুচ্চামির জন্য আঙ্কেলের একটা নোবেল পাওয়ার দরকার � তা বলছি আঙ্কেল আপনার বাড়িতে বিষ নেই নিজের পোড়া মুখটা কাউকে না দেখিয়ে একটু খেয়ে শুয়ে পড়েন �,male,slander,1,28
হাইরে বাইনচোদ মিথ্যুক মাগিরপুত দুইদিন আগে বলছিলি সাকিব অনুমতি না নিয়ে বিজ্ঞাপনে কাজ করতে গিয়ে অন্যায় করেছে আইন ভঙ্গ করেছে। তাকে নিষিদ্ধ করা হবে।আর এখন আইসিসি নিষিদ্ধ করছে আর মায়া চোদাস মাগিরপুত।বছর আগের ঘটনা এখন আইসিসি কিভাবে জানলো সেটা বাংলাদেশের মানুষ বুঝে গেছে,ind,slander,1,43
হাইরে সোনা এদের কে কেন দিয়েছে সুন্দর সুন্দর সোনা গুলো হাজার হাজার মানুষে চুদে চুদে নষ্ট করে দিয়েছে হাই নষ্ট সোনা কি কর,group,slander,1,23
হাইরে হালার পরিচালক হালা নিজেও গানজা খোর আর নায়ক ও আনচে একটা গানজা খোর।<br />আমিন খান মেন নায়ক হলে ছবিটা আরো হিট হতো।,ind,slander,1,23
হাউসফুল প্লাস নাটক টা সবাই একটু দেখেন। এখানে একটা বড় আবাল কে দেখতে পাবেন। ভাই আবাল আপনি একটু ভালো করে নিজের অভিনয় করা নাটক টা একটু দেখেন। আপনি কি পারেন আপনি বিচারক হয়েছেন বিষয়টা অনেক মজার।,male,slander,1,36
হাচিনা তোরা সবাও চোর মানুষের টাকা লোড পাঢ করা খাচ আর বলচ দেশে নাকি কাজ করচ আরে কাজ করচ বাহিরের টাকা জনগনে টাকা তোরা খাচ,group,slander,1,25
হাচিনা ভারতের দালাল আর ওর অনুসারিরাও সবগুলা দালাল সালারা ইছলামিক দেস বাংলাদেশে কোনো মুরতি থাকতে দেয়া হবেনা এটাই ঠিক,group,slander,1,19
হাজার সালাম হাজার সালাম যে এই ভিডিওটা করছে এই কুত্তার বাচ্চার ফাঁসি হোক,ind,slander,1,13
হাজি।সাহেবরা।জে।মাথা নেরা করে।ঐটাকি।অপরা।।।থর।কথায়।মনে হয়।।হাজি সাহেবরার।হজের।কন দাম নাই।।থাইলে।সকল।হাজিরা।ইসলাম।ছেরে।মাথা নেরা করে।।হজ করতে জায়।।।কবর পুজারি।বন্ড।হারামি।।,ind,slander,1,12
হানকির পুলা তুই কে এইসব বলার তুই ভালো কিছু প্রচার কর ভালো মায়ের সন্তান হলে তুই জারজ,ind,slander,1,17
হান্দিয়ে দিলোরে......� এক্কেরেই হান্দিয়ে দিছে.... � অই অই হালারপো অই চুপ থাক��� আল্লাহহহহহহ তোমার কাছে বিচার দিলাম���� ��.....বাকিটা ইতিহাস.....�,ind,slander,1,19
হাপিজুর রহমান বনড হালার পৌতে বেদয়াতি আনতাজি আনতাজি কথা বলে চিনতা করেনা যে এখানে আললাহর ওহি কি আছে না নাই,male,slander,1,20
হাফ প্যান্ট পরার থেকে পোদ খুলে ডিউটি করা ভালো কিন্তু চাকরি ছাড়া যাবে না,ind,slander,1,14
হাফিজুর রহমানকে যে ভন্ড বলবে তার কোন ঈমান নাই নতুন করে আবার ক্যালেমা পড়ে মুসলমান হতে হবে সালাদের কোনো কাজ নাই শুধু আল্লাহ্ওলাদের বিরুদ্ধে কথা বলা,group,slander,1,26
হায় আল্লাহ এ ফেরাউনটা কে আপনি দংস করে দেন মালিক আল্লাহ ওই যে ধর্মের হকনা কেনো ওকে আপনি কটিন শাস্তি দিয়ে মেরে ফেলুন আল্লাহ,ind,slander,1,24
হায় আল্লাহ মুখের ভাষা হারিয়ে যাচ্ছে কয়েক দিন আগে সৌদিআরবে মার দায়িত্ব কে নিবে সেই নি এক ভাই আরেক ভাইয়ের ওপর মামলা করে এবং ছোট ভাই মামলায় জয়লাভ করে কিন্তু এই কুলাঙ্গার ছেলের অবস্থা দেখ যে মা বাবা লালন পালন করল তাকে এইভাবে মাড়ছে তবো বাবা স্বীকার করছে না ছেলে তাদের ওপড় অত্যাচার করে এটাই মা বাবার ভালবাসা কিন্তু এই ভালবাসা প্রতিদান হলো প্রতিদিন অত্যচারের স্বীকার হওয়া,male,slander,1,67
হায় আল্লাহ যে পিতামাতার জন্য পৃথীবি দেখল যেই পিতামাতা তাকে কষ্ট করে লালন পালন করল সেই পিতার গায়ে হাত তুলছে ছেলে ছি হে আল্লাহ তুমি এসব জানোয়ার সন্তান কে পৃথীবিতেই শাস্তি দিয়ে বুঝিয়ে দাও পিতামাতার সাথে খারাপ ব্যবহারের ফল কি,male,slander,1,40
হায় রে মানুষ দিনে দুপুরে পাব্লিক প্লেসে একটা মানুষকে কুপানো হচ্ছে আর বাকি সবাই দেখছে সবাই মিলে এগিয়ে আসলে কি করতে পারত ঐ কুত্তার বাচ্চা�,ind,slander,1,25
হায়র‌ে আমার বাংলাদ‌েশ ! শ‌েখ মুজিব ক‌েমন এক ম‌েয়ে র‌েখে গ‌েলো য‌ে ক‌িনা কুত্তা লীগ‌ের মা ! এই কুত্তা লীগ গুল‌োক‌ে গাল‌ি দ‌িলেও কুকুর‌েরা লজ্জায় মারা যাব‌ে । য‌েসব ছ‌েলেরা কুত্তা লীগ কর‌ে তাদ‌ের বাপ মাও কুকুর । কারন তারা তাদ‌ের কুকুরগুল‌ো সুশ‌িক্ষা না দ‌িয়ে রাস্তায় ছ‌েড়‌ে দ‌িয়েছে,ind,slander,1,48
হায়রে ওয়াবির বাচ্চা এখানে অপমানিত কোথায় হলো। আসলে তোরা হয়লি এজিদের বংশ দর নাহয় ইহুদিদের দালাল সালা এডমিন,group,slander,1,18
হায়রে কুত্তার বাচ্চারা আসলে তোদের জন্মের ঠিক নাই৷ তোদের চৌদ্দ গুষ্ঠি পতিতা,female,slander,1,12
হায়রে কুত্তার বাচ্ছারা এটা স্বাধীন দেশ মন্তব্য করার অধিকার সবারই আছেন। বান্দির বাচ্ছা রা মাদারচুদেরা যারা আমার নবী কে গালি দেয় তখন কোথায় থাকিস কুত্তার বাচ্ছারা।।,ind,slander,1,26
হায়রে কুলাঙ্গার সন্তান ইস সয্য করা যায়না আব্বা কে হারিয়েছি অনেক আগেই আম্মু চোখের আড়াল হলেই একটুও ভালো থাকতে পারিনা,ind,slander,1,20
হায়রে কুলাঙ্গার সন্তান কুত্তার বাচ্চার ফাঁসি দিতে হবে আল্লাহর গজব পড়বে বাংলাদেশ থেকে বলছি,ind,slander,1,14
হায়রে দুনিয়ার মানুষ একটা মানুষকে এভাবে এতো মানুষের সামনে নির্সংশ ভাবে কোপাচ্ছে সবাই তাকিয়ে দেখছে যেনো কোন মুভির শুটিং চলছে এখানে। ধিক্কার জানাই তাদের এই দারিয়ে থাকা পুরুষগুলোকে। আর ঐ মিন্নি নামক ছলনাময়ী একটা বিশোধর সাপিনীকে যেনো ফাঁসি দেওয়া হয়। ঐ জানোয়ার মেয়েটা এখানে প্রধান খুনি��। ���,ind,slander,1,47
হায়রে পাপন মাদার চোদ তুমি জে কি সবাই জানে খানকির পোলা তুই জাইনা সব ঠিক মত সাজায়া এখোন বলস তুই কিছু জানস না তুই মাদার চোদ সব জানস তুই এইগুলা করসস কুত্তার বাচ্চা,male,slander,1,33
হায়রে বাংলাদেশের আইন এগুলো বালের আইন অন্যায় করে এখনো চাকরি থাকে কুত্তা লীগের বাচ্চার হাতে দেশ টা নষ্ট করে দিয়েছে,group,slander,1,20
হায়রে মুক্তি যোদ্ধা ক্লাব মুক্তি যোদ্ধা ক্লাবে বাংলাদেশের মানুষ কে স্বাধীন করে দিচ্ছে! হায়রে বাংলাদেশ!ধিক্কার জানাই এই সমাজ ব্যবস্থাকে যতো অপকর্মে ই জন্ম দিয়ে থাকে সরকারী চোরেরা!ভাগে কম হলেই অভিযান��,group,slander,1,30
হায়রে মুর্খের বাইচ্চা ভিউজ আর সাবস্ক্রাইবার বাড়ানোর জন্য আর কি কি করবি �������,ind,slander,1,13
হায়রে মূর্খের বাচ্চা তুই তো ছাগলের তিন নাম্বার বাচ্চা না খাইয়া নাছোচ,ind,slander,1,12
হায়রে শিক্ষক আর কত দালালী করবি মিথ্যা বলে ছাত্রদের কাছে কি ভাবে ধরা খেল তার পরও লজ্জা করে না ছি শিক্ষক ছি,male,slander,1,22
হায়রে সন্তান এই বাবা কত কষ্টো করে নিজে না খেয়ে সন্তানকে খাইয়েছো ধিক্কার জানাই তোর মত অমানুষকে,ind,slander,1,17
হায়রে সন্তান যার জন্য তুই পৃথিবী দেখলি তার গায়ে হাত তুলেছে এমন কুলাঙ্গার সন্তান বেঁচে থেকে লাভ কি,ind,slander,1,18
হায়ৱে মুসলমান ।একটি মানুষকে মেৱে ফেলছে মানুষ সবাই চেয়ে দেখছে।ধিককাৱ জানাই এই সকল মানুষ কে।সবাই যদি এগিয়ে আসতো কুকুৱেৱ বাচচাৱা পালাইতো।ছি ছি ছি এই মানুষগুলো কেমন একটি মানুষ কে বাচাতে পাৱলো না।সবাই মজা দেখে।আমি মনে কৱি এখানে যাৱা ছিল সবগুলোৱে দশ বছৱ কৱে জেল দেওয়া হউক।,group,slander,1,46
হারলেও দুঃখ নাই পয়সা উসুল ম্যাচ ছিলো তবে সৌম্য আবাল কে ডেথ ওভারে বোলিং দেওয়া সবচেয়ে বড় বোকামি! খানকির বাচ্চায় যদি পাওয়ার প্লেতে কিছু রান করে দিতে পারত ম্যাচটা জিতা হত !! কিন্তু চারাল আবালে ক্যাচ শিখাইছে এত বড় ম্যাচে �������,male,slander,1,41
হারামি বাচ্চার সব নেগেটিব তার ফেমিলিকে দেখানো উচিত।তাকে সাজা দেওয়া হউক।এসবের কারনে হারামিরা বাচ্চারা যেন পার না পেতে পারে।,ind,slander,1,19
হারামি সন্তান আল্লাহ্ ওর বিচার করো ও যেনো বাবার মর্ম বুঝতে পারে,ind,slander,1,12
হারামিট কথা সুনে মনে হয় সে প্রতিদিন মার দুর করে,ind,slander,1,10
হারামিটা কে দাদুর নাতি কে দিয়ে এরকম পিতৃমহ কে অপমানের সাজা দেওয়া হোক,ind,slander,1,13
হারামির বাচ্চা তকে জন্ম দেওয়াই ভুল ছিল ত্ র মা বাবার,ind,slander,1,11
হারামির বাচ্চাদের ফাসি দেয় না দেখেই এরা সমাজে এতো নয় নিচু কাজ করার সুযোগ পায়।। এমন আইন চাই যে শিশু ধরশন করলেই ফাঁসি।। ৷ একটা মা বাবার ছোট শিশু কে ও কোলে নিরাপদ মনে করতে পারে না।। এদেরকে হত্যা করা যায় তাতে পাপ নাই।। আমিন।।,ind,slander,1,45
হারামির বাচ্চারে আর ওই ব‌উটারে আইনের আওতায় দেওয়া উচিৎ এমন বিচার হওয়া উচিৎ যাতে ভবিষ্যতে এই ধরনের কুলাঙ্গার সমাজে স্থান না পায়,ind,slander,1,22
হালা আজও কথা বলতে যানেনা সে নাকি নায়ক এটা শুধু বাংলাদেশে চলে আবাল কোথাকার,male,slander,1,14
হালা আবাল তুইনতুন কিছু ক বেডা আর কত কপি পেস্ট চোদাবি বাইনচোদ।জীবনে জুয়া খেলছছ?,ind,slander,1,14
হালা একটা লুইচ্চা ওকে বহিস্কার করে আদালতের মাধ্যমে বিচার করা হউক।,ind,slander,1,11
হালা কুত্তার জাত ঐ দাড়ি ওলা আর মমো আর ফারিয়া একটা নষ্ট কি যাক এটু খারাপ বলবো না ওরা নিজেই জানে কি না কইরা জানি একটার হইছে খারাপ গুলো,ind,slander,1,29
হালা খাইল্যা তোর চেহারাটা একবার আয়নায় দেখ অার নিজে এসব অসভ্যতা দেখিয়ে টাকা কামানোর ধান্ধা ছেড়ে পারলে ভালো কিছু কর। তুই নিজে কি ভালো তাহলে খলিফা অার এসব চিনিস কিভাবে,ind,slander,1,30
হালা খানকির পোলাতর বাবা তর মারে উল্টা কইরা চুইদ্দা তরে পয়দা করছিল,male,slander,1,12
হালা টেকনিক্যালি কথা বলছো জাতি বোকা না সবাই সব বুজে। হাজার কোটি টাকা আকরে দরে আছো এখন মিঠা মিঠা কথা বলে মানুষ কে বুজাইতাচো তুমি দোয়া তুলসি পাতা।,male,slander,1,28
হালা তুর ভাইডা তো ভালা ছিলেন। তুই এইরাম দোয়য়াছলা হইলি কেন?,male,slander,1,11
হালা তোরে সব বলতে হবে।।।।তাইলে তোর কাজ কি।।।তুই আছিস কি জন্য।।।,ind,slander,1,11
হালা নিজের চুল দাড়ির ঠিক নাই অন্যর কাটিং বিচার করিস বাল চোদা বিচারক।,male,slander,1,13
হালা মাদারচোদ কয় কিরে খানকির পোলারে ফাঁসি দিয়া মার শালা মাদারচোদ,male,slander,1,11
"হালা রাজাকার,,। তার বর বাই ত,মেয়ে বান্দবী কে বিয়ে,, তার কাজ থাকে আর বালো কথা কি আশা করা জায়,,",male,slander,1,19
"হালা শুয়োরের বাচ্ছা জাফর দালালি বাদ দে,সাধে কি ছাত্রদের হাতে পেদানি খাস।",male,slander,1,12
হালায় একটা মাদারচোদ তুই নামায নিয়ে একটা ও খারাপ কথা বলবি না,male,slander,1,12
হালায় কি কয় ক্লাস নাইনে থাকতে নাকি তারে ক্যান্টনমেন্ট দিয়ে আসছে ট্রেনিং করার জন্য সে পালায় আসছে নাইন পাশে কি আরমিতে নেয় নাকি বুঝলাম না আবাল চোদা মিথ্যুক,male,slander,1,28
"হালায় মরে নায়,তাইলে হালারে কিছু গাঁজা দে খাইয়া আবার ঘুমাক।",male,slander,1,10
হালায় যে আরও কত আকাম কুকাম করছে আল্লাহ জানে। �,male,slander,1,10
হালায় যে লুইচ্চা চোর হালার বডি লেংগুয়েজে বোঝা যাচ্ছে হালায় মিথ্যা কথাগুলা গুছিয়ে বলতে পারতেছে না����,male,slander,1,16
"হালায় লীগ_কানা, ফ্রীক_চোদা!! And This bullshit ""তৈল_ইকবালীয়_রচনা"" is Enough to UNLIKE this কওমী_মাতা'র_ফাকার Page.... Keep Away Your Oily_Dumb_AssHole, Muhammedzafariqbal Pak �",male,slander,1,21
হালার এইখানে আমি থাকলে তালি বাজাইয়া ওগোর জাজ গিরি ছুটাইয়া ফেলতাম। হালার জীবনমুখী জাজ�,ind,slander,1,14
