sentence,target,type,hate speech,sentence_length
গার ভেঙে দেবো মিথ্যা প্রচার কোরলে দিয়ে টাকা ইনকাম না কোরে ভিক্ষা কর ভিখারির বাচ্চা,,,0,15
"গার্লফ্রেন্ড যদি বয়ফ্রেন্ড কে আদর করে চিৎকার দিয়ে ডাকে এই বাবু,, তাহলে যেমন লাগে,, তেমন লেগেছে আ্যকশন ডায়লগে মধুর ছোঁয়া থাকার কারনে",,,0,22
গালি কে না দেই যখন কেউ খারাপ খেলে তখন সবাই একটু কম বেশি বলে তাই বলে এমন করাটা ঠিক নয় ইন্ডিয়াতে খেলোয়াড় দের পুতলা বানিয়ে জ্বালিয়ে কত কিছু করে,,,0,29
গালি খাওয়ার সোদনে না দাড়াঁতে পেরে শুয়ে শুয়ে লেখেছে বেচারা !!!,,,0,11
গালি টা না দিয়েই বললাম তাহলে গালি বয় রানা ঘুষখোর এটা লেখা হল কেন।,,,0,14
গালি তো মুখে অাটকে রাখছি!!! ভাই অার এরা তো ভালো বংশে জন্মায়নি!!এদের থেকে ভালো ব্যাবহার কেমনে অাশা করি অামরা,,,0,19
গালি দিচে তো কি হয়েচে বাল চাল কেনো দালালি করে,,,0,10
গালি দিছে ভালো করছে প্লেয়ারের চোখ কান থাকবে খেলার মাঠে গ্যালারিতে না,,,0,12
গালি দিতে পারছিনা কিন্তু কিছু না বলে পারছিনা । বার বার ইন্ডিয়া না বলে সেই ব্যাক্তিকে খারাপ বললে সেটা খুব একটা মন্দ হতো না। কারণ জুয়াড়ি দের মতো ব্যাক্তি কোনো দেশ জাতি ধর্ম বর্ণ দেখেনা এরা মানুষের শত্রু । ভারতের অনেক খেলোয়াড় জুয়ারিতে ফেসেছে । সাকিব আমারও একজন অতি প্রিয় খেলোয়াড় তবে ও বোর্ড কে জানাতে পারতো তাহলে তো ওই জুয়াড়ি ব্যক্তি ফেঁসে যেত কিন্তু কিছু মুর্খ জনগণ বলছে সাকিব কে ফাঁসানো হয়েছে । যদি ফাঁসিয়ে থাকে সেটা আপনাদের দেশের লোকই ফসিয়েছে ।,,,0,83
গালি দিয়ে যদি একটা কমেন্ট করতে পারতাম মনে শান্তি পেতাম সালে বাবাকে হারিয়েছি ভিডিওটি দেখে মিনিট কান্না করেছিলাভ ইউ বাবা,,,0,20
গালি না দিয়া ওনার ভুল ওয়াজ মাজার দরবার পরিহার করুন। গালি দিয়ে আপনি খামাখা একটি পাপের বোঝা বাড়ালেন। পাড়লে দোয়া করুন যেন আল্লাহ তাকে হেদায়েত দান করেন।,,,0,27
গালিগালাজ না করে সবাই মিলে রিপোর্ট করুন। পাগল মুক্ত ইউটুব চাই!,,,0,11
গিয়াসউদ্দিন কে এলাকায় খবর দিয়ে এনে মলম লাগায়ে দেওয়া লাগবো�,,,0,10
গিয়াসউদ্দিন তাহিরি হুজুর আল্লাহর রহমতের ভান্ডার আল্লার নেক আলিম আমিন,,,0,10
গিয়াসদ্দীন আত তাহেরী সে একটি কুক্ষাত বন্ড এবং নটত্বকী এতে কোনো সন্দেহ নাই আমার ।। গিয়াসদ্দীন আত তাহেরী এই নংরামী ছেড়ে সোজা সাপ্টা ভালো হয়ে যা। আর না হলে কঠোর বিপদের সম্মুখীন হইতে হবে ।।,,,0,35
গিলগীট বেলুচিস্তানের বাসিন্দা রা ভারতের সঙ্গে যুক্ত হতে চাইছে যে খবর পড়ছে সে ওকে আমার চাই,,,0,16
গীবত কি গীবত কাকে বলে গীবত কখন জায়েজ গীবত সম্পর্কিত হাদিস গীবতের শাস্তি। বিস্তারিত পড়ুন,,,0,15
গু খায় সব মাছে নাম হয় পাংগাস মাছের।��আল্লাহ সবাইকে সহি বুজ দান করুক।,,,0,13
গুজব খবরে কান দেবেন না যা কথা বলছো সব মিথ্যে এইসব খবর শুনে আপনারা পাগলামো করবেন না আমাদের দেশ আমাদের থাকবে জয় হিন্দ জয় ভারত,,,0,25
গুজবে দেশ ভরে গেল দেশটা। এই ছবি কখনো হবে না।,,,0,10
গুজরাট গনহত্যার জঘন্য হিংস্র পশু মোদী যে ভাবে কাশ্মীরেও সেনা দিয়ে গণহত্যা চালাচ্ছে তা আধুনিক শিক্ষা সভ্যতা ও মানবতার লজ্জা গোটা বিশ্বের মানবতা প্রেমি মানুষের উচিত কাশ্মীরের পাশে দাঁড়ানো,,,0,29
গুন মান আর দেশীয় সামাজিক মুল্যবোধ থেকে বেরিয়ে এসে তামাশার পূর্ণ লোভ লালসায় মেতে উঠেছিল কিছু চলচ্চিত্রকার কিন্তু জাতি বুঝতে পেরেছে যে এদের মস্তিষ্কের কার্যক্ষমতা নতুন কিছু সৃষ্টির ক্ষেত্রে কতটুকু সক্ষম কোন কাজে তাদের পরিশ্রম নেই নকলটাই তাদের সাধনা পর নির্ভরশীলতা অভ্যাস আর তাইতো এখন দিল্লির কোলকাতাই হয়েছে এদের আশ্রম,,,0,50
গুরু আসিফ আকবরের গান দিয়ে মুভিটা অনেক অনেক জনগণকে আরো আকর্ষণীয় করে তুলেছে আরো হিট করেছে জনপ্রিয়তা বাড়িয়েছে....,,,0,18
"গেইলের ঝড় ব্যাটিং দেখে মুগ্ধ সবাই ১২৬ রান <a href=""https://youtu.be/HJxVh_yeC5k"">https://youtu.be/HJxVh_yeC5k</a>",,,0,10
গেনে যতটুক মানি ভাবনা যে তার একটা হাত একটা ফাও কাইটা দেওয়ার দরকার কেননা শালার ব্যাটা একটা বেয়াদব হয়তোবা এই জন্যই তার বাবার গায়ে হাত তোলে তার উপযুক্ত একটা বিচার হওয়ার দরকার,,,0,32
গোটা ভারত বশ্ব জুড়ে কি সুন্দরী মেয়ে নাই শুধু কাশ্মীরে সুন্দরী মেয়ে পাওয়া যায় মুদি বাবু তুমিও একটি বিয়ে কইরা লইয় কাশ্মীর থাইকা,,,0,23
"গোপন সুত্রে জানা গেছে যা,,স্যার এর জানাযা সম্পুর্ণ হয়নি�� তাই উনার আত্মা এসে এমন একটি সুন্দর পোষ্ট দিয়েছেন�� বন্ডুরা আপনারা কেউ অনাকে নিয়ে হাস্যকর মন্তব্য করবেন না,,না হয় উনার আত্মা এসে আপনাদের কে ভয় দেখাবে�� অবশ্য আমি ভূলক্রমে কিছুটা লিখে পেলছি জানিনা আমার কি হয়�� স্যার আমাকে ক্ষমা করে দিয়েন প্লিগ��",,,0,51
"গোলাম আযম, সাঈদী, নিজামী, কাদের মোল্লা, মুজাহিদ সহ রাজাকাররা অনেক অবৈধ সন্তান জন্ম দিয়ে রেখেছে। যাদের আমরা কমেন্ট বক্সে ঘেউ ঘেউ করতে দেখছি। আহা এদের কত কষ্ট! কত জ্বালা মনে! গালাগালি করে ছাগুর বাচ্চারা মনকে হালকা করার চেষ্টা করছে। আহারে! আহা!",,,0,41
গোলাম জিলানি আসলে একটা মনের মানুষ আমার আল্লাহ আপনি গোলাম জিলানিকে নেক হায়াত ভারাইয়া দেন,,,0,15
গ্রামের লোকেরা কি করে এরকম কাজের জন্য আইন নিজের হাতে তুলে নেওয়া যায়,,,0,13
গ্রাম্য ভাষায় একটি প্রবাদ বাক্য আছে কোথায় তাল গাছ আর কোথায় বাল গাছ ঠিক তেমনি ভাবে বেগম খালেদা জিয়া হচ্ছে তাল গাছের মতো বটবৃক্ষ যার ওপরে সীমাহীন ঝড় বৃষ্টি বয়ে গেল তাকে কোনমতে নোয়ানোর যায় না তাল গাছের সাথে কলাগাছ মান্দার গাছের তুলনা করে লাভ নেই বোকামি ছাড়া,,,0,48
গ্রুপে ভিডিও লিংক দিছি। এবার তোর গুষ্ঠি উদ্ধার হইবো ���,,,0,10
গ্রেফতার করে জেলে বসে বসে খাবে তা হবেনা যারা রিফাত হত্যার সাথে জড়িত আমরা তাদের সবার ফাঁসি চাই,,,0,18
ঘটনা কি জয় ভেংলা বলেনাই কেনো অপু কি তাইলে রাজাকার তাও তো সম্ভব না কারন অপু তো মালাইয়ুন জাতি আর রাজাকার হোতে হোলে বাংলাদেশী মুসলিম হওয়া জরুরী তাই কি বলা যায়,,,0,31
ঘটনা হয়ত এইটা হতে পারে মিন্নি সাথে রিফাত ফরাজি পারকিয়া ছিল কিন্তু তাদের পথের কাটা ছিল নয়ন ও রিফাত ভিডিও দেখলে বুজা যায় নয়নের থেকে রিফাত কে মারার জন্য রিফাত ফরাজি আগ্রহ ছিল মানে মিন্নি ও রিফাত ফরাজি মিলে এক দিলে পাখি মারার পরিকপনা করে রিফাত মাডার আর নয়ন ফাসি বা ক্রসফায়ার বেস ওদের রাস্তা ক্লিয়ার,,,0,56
ঘটনাটি কোন দেশের ও কোন জায়গার জায়গাও অপবিত্র হয়ে গেছে,,,0,10
ঘটনার সাথে মেয়েটা জড়িত কিন্তু মেয়েটা বুঝতে পারে নাই রিফাত মারা যাবে মেয়েটা ভাবছিল হয়তোবা হালকা কিছু মারধোর হবে,,,0,19
ঘটে যাওয়া একটি ঘটনার পুনরাবৃত্তি দেখলাম।একটা কথা বলতে হয় আামাদের প্রিয় নিশো ভাইয়া সিগারেটা খুবই ভাল খান।,,,0,17
ঘড়ি পরেছে তো কি হয়েছে স্বর্ণের কোট তো আর পরেনি ওনার দারা স্বর্ণের কোট পড়ার মতো টাকাও আছে ।,,,0,19
ঘড়িগুলো কপি মাল স্যার পরে বলবেন যে এই গুলো কপি মাল,,,0,11
ঘরে চিকেন বিরিয়ানি রেখে ফুতপাতের চটপটি খেতে গিয়ে উনার পেট খারাপ হয়ে গেছে বেচারা,,,0,14
ঘুম থেকে উঠেই সাকিব আল হাসান মাসের জন্য নিষিদ্ধ হতে যাচ্ছে এমন নিউজ দেখার জন্য মোটেও প্রস্তুত ছিলাম না �সাকিবের অপরাধ তার সাথে বছর আগে জুয়ারিরা যোগাযোগ করে ছিল।সে তখন তা প্রত্যাখান করলেও আইসিসি কে কেন জানায় নি।ওরে পাপইন্নার বাচ্চা আমরা ফিডার খাই না আমরা বুঝি তোদের বিরুদ্ধে আন্দোলনে নেতৃত্ব দেয়াটাই কাল হয়ে দাড়িয়েছে সাকিব ভাই এর জন্য।নতুবা বছর আগে কার সাথে ফোনে কথা হয়েছিল সেটা আইসিসি তখন না জেনে এখন জানবে কি করে�এখনও সিউর না শাস্তির ব্যাপারে যতক্ষন না আইসিসি ঘোষনা দিচ্ছে তবে যদি সত্য হয় তাহলে সাকিবের নয় ক্ষতি টা হবে বাংলাদেশ ক্রিকেটের ই বেশি।কারণ পাপন রা প্রতিদিন জন্মালেও সাকিব রা যে হাজার বছরে একবারও জন্মায় কিনা সন্দেহ�পাপন সুজন হটাও✊ বাংলার ক্রিকেট বাঁচাও�� �,,,0,116
ঘুরে ফিরে একই মুখ গুলা এরা কি লেখাপড়া কর‍তে গেছে নাকি এইসব রাজনীতি করতে??? আর এই একই কথা সাংবাদিকদের সামনে জাতি তাদের নাটক দেখতে দেখতে ক্লান্ত।,,,0,26
ঘুষ খাইলে কিছু হয় না। চাকুরি যায় না। অার এই বিষয়ে বরখাস্ত হলো,,,0,13
ঘুষ ছাড়া চাকৱি পাই বেন কোথাই আওয়ামীলীগ নোকা বাইতে বাইতে এই প্ৰজাতন্ত্ৰ আ সলাম কেই আমৱা দিন মোজুৱিৱ কাজ পাই না নামস্থান,,,0,22
ঘৃণ্য মোদী ও অমিত এত হিংসা বিদ্বেষ মুসলমানদের জন্য তাদের বীভৎস চেহারা দেখে বুঝা যাচ্ছে এত হীন মন্য হতে পারে কোন মন্ত্রী প্রধান মন্ত্রী একটি ধর্মীয় সংখ্যালঘু সম্প্রদায়ের প্রতি এর থেকে বুঝা যায় ঐ সম্প্রদায়ের লোকজন ভারতে কত নির্যাতন ও বৈষম্যমূলক আচরণের শিকার মানবতাবাদী ভারতীয়দের ধন্যবাদ মমতা ব্যানার্জিকে ধন্যবাদ যে তারা এই চক্রান্তের বিরুদ্ধে কঠিন লড়াইয়ে অবতীর্ণ হয়েছেন,,,0,58
ঘৃনা করি সেই সব ছেলেকে আর সালাম জানাই সেই সব বীরপুরুষ কে যে ধরিয়ে দিয়েছে,,,0,15
ঘোড়ার ডিমের জবাব দিসে। এই মামুনুল হকেরা হচ্ছে চোখে একরকম ফিল্টার পরিহিত লোক।,,,0,13
চইতালী ৰায় আমি পাগল হয়ে যাবো আমি পাগল হয়ে যাবো,,,0,10
চক চক করলেই সোনা হয় না বাপ্পির পার্সোনালিটি একটা হিরোর মত নয়,,,0,12
চক দিয়ে পানি চলে আসে এয় মেয়ে কারনে ছেলে কে কুপিয়ে মেরে ফেলেছে���,,,0,13
চট্টগ্রামের বাঘ চিলেন সাকা চৌধুরী এখন চট্রগ্রামে একটা শিয়াল ও নেই,,,0,11
চট্টগ্রামের বাঘ বার নির্বাচিত সংসদ সদস্য অফুরন্ত দোঅা এবং ভালবাসা রইলো সাকা স্যারের জন্য আল্লাহ তাকে জান্নাতের উচু মোকাম দান করুনআমিন,,,0,21
চট্টগ্রামের মানুষ কখনও সাকাচৌধুরির পরিবারের অবদান ভুলতে পারবেনা চট্টগ্রাম বিশ্ববিদ্যালয়ে চট্টগ্রাম মেডিকেল কলেজ এমন অসংখ্য কিছু তাদেরই অবদান বাংলাদেশের বছর হয়ে গেল এখনও এমন একটা বিশ্ববিদ্যালয় এমন একটা মেডিকেল কলেজ তৈরি করতে পারে নাই এগুলো শুধু রাজনৈতিক পতি হিংসার কারণে আজ তারা যুদ্ধ অপরাধি,,,0,44
চট্রলার এই বীরপুরুষকে যেন আল্লাহ পাক জান্নাতুলফেরদাউছ দান করেন শুধু চট্টগ্রাম নয় সারা বাংলাদেশে রগর্ব এই বীর পুরুষ সালাউদ্দিন কাদের চৌধুরীমহান নেতাওনাকে জান্নাত দান করুক আমিন,,,0,26
চনু বিশ্বাস অপু বিশ্বাস জয়ের পরিচয় শাকিব খানের পরিচয় অপু বিশ্বাস,,,0,11
চবির তিন চারটা গান আচে পুসাকের ওবস্তা দেকার মত না নারি হল মায়ের জাত তাদের এভাবে কুলামেলা দেকানো টিকনা,,,0,19
চমৎকার বাংলার মানুষ।একটা মানুষকে দুইটা মানুষ কোপাচ্ছে আর পাশে এক গাদা ভীরুর দল।চাপাতি হাতে সন্ত্রাসী সবার সামনে দিয়ে হেটে গেল কিন্তু এখনও তোরা তার স্ত্রীকেই দোষ দিয়ে যাচ্ছিস।নিজেদের দোষ ঢাকতে আরেকজনকে দোষী বানানো যে তোদের স্বভাব।আজ থেকে তোদের প্রতি আশা ভালোবাসা সব মন থেকে উঠে গেল রে। তোরা সুখে থাক আরামে থাক তোদের স্বর্গরাজ্যে।,,,0,54
"চরম শ্রদ্ধার একজন মানুষ ছিলেন ছোটবেলায়,এরকম রেসপেক্ট ওঠার মত কর্মকান্ড করবেন এইটা আপনার কাছ দিয়া স্বপ্নেও এক্সপেক্ট করিনাই.আপনি পছন্দের একজন ছিলেন,এইটা ভাবতেও ঘৃণা হয় এখন",,,0,25
চরিএ খারাপ হলে যা হয় এখন শাক দিয়ে মাছ ঢাকার চেস্টা!,,,0,11
চরিত্রহীন মেয়ে আমার মনে হয় দেখতে ও তেমন ই মনে হয়,,,0,11
চলও আমরা সবাই এদেরকে ভালোবাসা দিয়ে ভালো পথে আনার চেষ্টা করি <br /><br />আমি একজনের দাইতও নিতে চাই,,,0,18
"চলচিএ বা সাংস্কৃতিক অঙ্গনে সকলে খারাপ এরা বিয়ে, সংসার নিয়ে তামাশা করে এরা নতুন নতুন মালের আশায় সংসার ভাঙ্গে ও অবৈধ কাজে লিপ্ত হয় । জনগন এখন আর হলে গিয়ে ছবি দেখতে চায় না",,,0,34
চলচিত্র জগত থেকে বিচ্ছেদ করা হোক মিথিলা কে এবং এই রকম যত মিথিলা চলচিত্র জন্ম নিবে সবাইকে কি বলেন সবাই অাপনারা।,,,0,21
চলচ্চিত্র মানে শ য়তানের কারখানা যখন যাকে মন চায় ফুর্তি কর,,,0,11
চলে যাইতেছে তার পিছনে পিছনে ভিডিও করা দরকার কি অপরাধী কে না অপরাধীর অপরাধ কে ঘৃণা করতে শিখুন।,,,0,18
চা বালা কুকুর কে চায়ের কেতলি মানাই রাজ সিঙহাসন মানাই না কুকুরের ইসথান ছায়ের গারাই তাই চা বালা কুকুর কে ছায়ের গাদাই পাঠিয়ে দিবো,,,0,24
চা বিক্রি করে করে করে মারামারি ঝগড়া হিংসা ছাড়া কিছুই শিখেনি মূখ্ মদি,,,0,13
চাইলেই কি অপু সাকিবের সাথে ছবি করতে পারবেন অপু বিশ্বাসের কথা আর কাজের মাঝে মিল পাওয়া যায় না সাকিবকে স্বামী হিসাবে চেয়েছিলেন অতচ নিজে সংসারি হতে চাননি এখন নায়িকা হবেন অতচ ফিটনেসের খেয়াল নেই জিদ নাকরে সাকিবের সর্বাধিক ছবির নায়িকাইমেজ নিয়ে সংসার করলে সুন্দর একটা সমাধানের আশা ছিলো আর সত্য এই যে শুধু অপু নয় বাংলার চলচিত্র সাকিব ছাড়া অচল অপু৷ কারো খতি করতে চান না কিন্তু নীজের ভালোর খেয়ালটাও রাখেন না,,,0,72
চাকরি করে এমন করছে যারা গরিব তারাই বাবা মা কে ভাল রাখে ছি পিটিয়ে মারুন কিছু সুনবেন না,,,0,18
চাকরিবিধি লঙ্ঘন করলে একে বরখাস্ত করে শাস্তির আওতায় আনা হোক।,,,0,10
চাকুরিতে নিয়োগের খেক্ষে অগ্রাধিকার দেয়াই হয় তাদের ভোগ করার জন্য।,,,0,10
চাঁদের বুকে তার ছবি তো আমি দেখলাম না। আমি তো কানা না।,,,0,12
চাঁপাবাজ পাকিস্তান ও অত্যাচারী ভারত এর পক্ষে অবশ্যই নাকাশ্মীরের পক্ষে,,,0,10
চামচামি দিন থাকবেনা আজ তোর দিন কাল হয়তো তার দিন,,,0,10
চামচামির একটা লিমিট আছে। সাইড এর জারসি পরাটার লাফালাফি দেখলে হালার বিচি টা কাটে নেওয়ার ইচ্ছা হয়।শালা ফকিন্নি রবির বাচ্চা।তেলবাজি কর টাকা নেওয়ার ধান্দা।,,,0,24
চার কি করবো মিথ্যা না বইলা চার জানে চার সত্য বল্লেযে চার ই গায়েব হইয়া যাইবো আমাদের দেশের পরিস্থিতি টাই এমন হয়ে গেছে,,,0,23
চার নাস্তিক এক সাথে যদি কথা বলে তাহলে কি করে একজন উওর দিবে কথা বলার সুযোক তো দিতে হবে,,,0,19
চালাকি বাদ দাও কি দিয়া কি বুঝাও ইলুৃমিতানি প্রোমট কর তর মত কুওা বাংলাদেশর কইলে ইজ্জত থাকতোনা,,,0,17
চালিয়ে যান। আপনাদের এক হয়ে এখন মুখ খোলা দরকার।আমাদের মধ্যে অনেক বড় একটা অংশ এদের দ্বারা হিপনোটাইজড। এই ভন্ডদের এক্সপোজ করার সময় এখনই।,,,0,23
চি চি নির্লজ্জ মেয়ে তুমি কি ব্রা পড়েছ একটু দেখাও ত,,,0,11
চিত্র জগতে জারা আছে তাদের উদ্দেশ্য বলি আললাহু কে ভয় করো পাপের পথ থেকে ফিরে আসো কোরানের কথা শুনে জিবন সাজাও ইহকাল পরকালের সন্মানিত হবে (ইনশাআল্লাহ) অভিনয় করতে করতে নিজের জীবনের সাথে অভিনয় করতে শুরু করেছো তোমরা( আললাহু আমাদের হিফাজত করুন আমিন),,,0,42
চিত্র জগতে জারা আছে তাদের উদ্দেশ্য বলি আললাহু কে ভয় করো পাপের পথ থেকে ফিরে আসো কোরানের কথা শুনে জিবন সাজাও ইহকাল পরকালের সন্মানিত হবে ইনশাআল্লাহ অভিনয় করতে করতে নিজের জীবনের সাথে অভিনয় করতে শুরু করেছো তোমরা আললাহু আমাদের হিফাজত করুন আমিন,,,0,42
চিত্রজগৎ পাড়ায় কত প্রবিনরা আছে কেউ উদ্দগ নিয়ে অপু শাকিব এর দুই হাত আবার এক করে দিলেই আমরা দর্শকরা খুশি হতাম,,,0,21
চিন পাকিস্তান ভায় পায়ছে ভারতকে মাতা ঠিক আছে তো না গরু মোত খায়ছো আর খাওওওও,,,0,15
চিন হটাৎ করে ভারত এর পকক নিল বুজলাম না কিচু,,,0,10
চিনিগুড়া আসামিদেরও ধরা হবে রিফাতের আসামির খুনিদের ধরা হবে সেইসাথে তিন্নি তাকে যদি পুলিশ হেফাজতে নজরদারিতে রেখে রিমান্ডে নিয়ে যায় তা হল আরো কিছু আলামত হয়তোবা আসতে পারে মানুষের সাথে জড়িত,,,0,31
চিনের মুসল মান দের পাসে মুসল মান জাতি হিসেবে আমাদের দারাতে হবে,,,0,12
চিন্তা করবেননামাস পর পাপন বলবে সাকিব এখন আর জাতীয় দলে খেলার জন্য ফিট না!!!!!!!!!!!!!!!!!!!!!!!!,,,0,14
চিন্তাশীল মানুষদের মধ্যে রয়েছে শক্তি খর্বতা শক্তিশালীনতা শক্তি বৃদ্ধিতা এবং শক্তি মানবিকতা এরই মধ্যে এমন কিছু মানুষও আছে যা মহিলাদের প্রতি দুর্বল হয়ে থাকে শক্তি দেখায় শক্তি প্রয়োগও করে তবে এই ভিডিওতে দেখা যাচ্ছে এমন কিছু দেশের নারীদের দেখানো হচ্ছে তাঁদের যেনো ভগবান মঙ্গলময় করুক এবং এইসবই দেশ যেনো ভবিষ্যতে ভারত বাংলাদেশ পাকিস্তান ও শ্রীলংকা না হয়ে যায় যেখানে মহিলাদের সম্মান তো নেই আবার নারীদের জন্ম দিলেও জন্মদাত্রী মায়ের পরিণাম নির্লজ্জ মৃত্যুদণ্ড কার্যকরের দশা হয়ে থাকে,,,0,76
চিরদিন সুখে ধাক এটাই কামনা করি অপুও সাকিব কে বলছি,,,0,10
চিরদুঃখী ঐ মহিলার হাসিটুকু কেন কেড়ে নিতে চাইছেন আপনারা রানুদি সৃষ্টিকর্তার গুনোগান করে দোষের কি করেছে সৃষ্টিকর্তার ইচ্ছেতেই তো সব হচ্ছে রাজা অথবা প্রজা সব মানুষই সৃষ্টিকর্তার ইচ্ছের পুতুল বা চাকর এই সত্য বাক্যটা যারা মেনে নিতে পারেনা অথবা অপমান বোধ করে সৃষ্টিকর্তার প্রতি তাদের শ্রদ্ধাবোধ কতটুকু সেটা প্রশ্নের বিষয় হয়ে পড়ে আর রানুদির মত একজন মানসিক ভারসাম্যহীন আর জনম দুঃখী মানুষ যখন সুখের মুখ দেখছে তখন ছোট মনের অনেক মানুষেরই সেটা সহ্য হচ্ছে না আর ভিউ পাওয়ার লোভে কিছু ইউটিউবার অসত্য এবং অসংগত তথ্য প্রকাশ করে নানান রকম ভিডিও তৈরি করছে দয়াকরে সত্যমিথ্যা নিজে নিজে বিবেচনা করবেন,,,0,98
চিল্লাইয়া মার্কেট পাওন যাইবো � এরপরও একদল লোকে বলবে আমি বালানা আমিও বলি আমিতো বালা না বালা লইয়া থাকি ��,,,0,20
চীন জাপান কোরিয়া যুক্তরাষ্ট্র ইউরোপ রাশিয়া এসব দেশের মতো বাংলাদেশের আইন যতক্ষণ না কঠোর হবে ততক্ষণ ক্রিমিনালরা এরকম অপরাধ করতেই থাকবে নোয়াখালী থেকে মোঃ মশিউর রহমান।,,,0,26
চীন তো আরো বেশী মুসলিমদের অত্যাচার করছে তোরা কেও তো ভিডিও বানাস ন শুধু কাশ্মীর কাশ্মীর করিস,,,0,17
চীনে যেভাবে মুসলিম নিধন চলছে অবশ্যই এর বিরুদ্ধে পাকিস্তানের কথা বলা উচিত আমি এমেরিকান কে স্বাগতম জানাই,,,0,17
চীনের খবর মিথ্যা মানুষকে বোকা বানানো চেষ্টা মুসলিমদের গায়ে আগুন লাগানো হয় চীনের মুসলিমরা শুকি এসবস শুনে বিভ্রান্ত হবেন না প্লিজ,,,0,21
চুপ কোনো কথা হবে না স্যার ঘুম থেকে জেগেছেন না হলে পরে সবাই গুজব বলে উড়িয়ে দিবে।,,,0,17
চুরি করে কল্প বিজ্ঞান লেখেন সেটাই ভাল। দেশে ধর্ম নিয়ে রাজনীতি করলে সেটা হয় ধর্ম ব্যবসা আর মুক্তিযুদ্ধ নিয়ে রাজনীতি করলে সেটা ব্যবসা হয় না। দেশের মানুষকে স্বাধীনতার ৪৭ বছর পর এসেও বিভাজন করে নিজের স্বার্থ আদায়ের জন্য আজ আপনারাই ঘৃণ্যিত। এদেশের মানুষ বিভাজন চায় না শান্তি চায়। যুদ্ধের পর এতো বছর কি করছিলেন? এতো দেশপ্রেমিক যদি হয়ে থেকেছিলেন তাহলে যুদ্ধের সময় অস্ত্র হাতে নিতে যদি না পেরে থাকেন যুদ্ধের পরে কি করছিলেন তখন তো রাজাকার বধ করতে পারতেন। নাকি তখন রাজাকাররা মেশিনগান হাতে নিয়ে দেশে ঘুরছিলো। আর যেহেতু কিছুই করতে পারেননি তাই আপনার মুখ থেকে নষ্ট দেশপ্রেমিক সাজা দেখতে চাইনা। যদি পারেন কিভাবে দেশকে প্রযুক্তিগতভাবে এগিয়ে নেয়া যায় সে চেষ্টা করুন। আপনাদের স্বার্থের বিষ এই তরুন প্রজন্মের মধ্যে ঢুকিয়ে দেশের মানুষকে বিভাজন করবেন না। মনে রাখবেন এখন প্রজন্ম শুধু দেশ নয় সারা পৃথিবী নিয়ে গবেষণা করে তাই আপনাদের যুগের চেয়ে শতগুণ এগিয়ে আছে এ প্রজন্ম।,,,0,146
চুরি করে ধরা পরলে তার টাকে করে দেওয়া উচিত যেমন সাকিব কেও করা উচিত ।।এরা তো আবার চোরকে করছে।।।মানে চোরে চোরে মাসতুতো ভাই,,,0,23
চুরি সবাই করে বাট ধরা খায়না সবাই� এই লোকটার ব্যাড লাক�,,,0,11
চুরির টাকা খেতে থাকো বাবু সময় আর বেশি না তোমাদের,,,0,10
চুলকানি বেশি তাই চুলকানি কমানোর জন্য অশান্ত ছেলের দরকার অশান্ত মেয়ের জন্য সব ঠিক হয়ে জাবো সুপার মুভি,,,0,18
চেতনার চশমা লাগিয়ে বিশ্বজিতের কোপানোর দৃশ্য কি চোখে পড়েনি স্যার?,,,0,10
চেহারার মাঝে কোন পরিবর্তন নাই নয়ন মারা যাওয়ার পর মুন্নির মন খারাপ হয়ে গেছে ও খুশি হয় নাই,,,0,18
চৈতালি রায় আপনি যা শিরোনাম দেন মতো সংবাদ আমরা পাইনা আপনার শিরোনাম দেওয়ার অর্থ কি দর্শকদের চমক লাগানো মিথ্যাবাদী কোথাকার,,,0,20
চৈতালি রায় তোমার নিউজ গুলি কোন দিনের কোন টাইমে সেটা তুমি বলো তোমার নিউজ এর কোন তারিখ নাই,,,0,18
চৈতালী রায় কে অনেক অনেক ধন্যবাদ তার সংবাদ পড়া অনেক সুন্দর লাগে,,,0,12
চৈরাস্তা জুিলয়ে সবাইকে একটু করে কেটে নেওয়ার সুযোগ করে দেওয়া উচিৎ সরকারকে,,,0,12
চোখ থকার মানে সুধু এই নয় যে রানুদি কিসুধু সামনে দেখো ফেলে আসা পিছুন পথ চেয়ে দেখ,,,0,17
চোখে জল আসল! আল্লাহ তুমি হক পন্থি আলেমদের হেফাজত কর ৷ আমিন ৷,,,0,13
চোখে জল চলে আসলো ওরে কেউ মারে না কেন আমি হইলে আগে মাইর দিতাম পরে যা হবার হইতো,,,0,18
চোখে জল নিয়ে বলছি চরম শিক্ষা না দিলে ইন্ডার বিচার আমরা সুস্থ মনে করবো না সেলুট জানাবো ইন্ডিয়া প্রশাসনকে যদি এই বৃদ্ধ বাবার পক্ষে উচিৎ শিক্ষা দিয়ে এই বাবার মনের কষ্ট একটু হালকা করে,,,0,34
চোখে পানি চলে আসলো ভাই।এই ভালবাসার খেলাটা আর দেখা হবে না।,,,0,11
